OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,Order Quantity,Discount Applied,Unit Price,Unit Cost,Customer Names,Product Name,Sales Team,City Name,Population,Household Income,Median Income,State,Unit Profit
SO - 0007576,In-Store,WARE-PUJ1005,2020-06-18,2020-10-31,2020-11-03,2020-11-10,USD,3,0.2,891.1,356.44000000000005,"Fenwal, Corp",Stemware,Stephen Payne,Beaumont,118129,46193,40992,Texas,534.66
SO - 0007577,Online,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-13,2020-11-23,USD,1,0.075,1038.5,591.9449999999999,Sundial ,Dining Furniture,Paul Holmes,Worth (Township),152861,56788,54124,Illinois,446.55500000000006
SO - 0007578,In-Store,WARE-UHY1004,2020-09-26,2020-10-31,2020-11-17,2020-11-27,USD,8,0.15,951.4,704.036,Eminence Corp,Cocktail Glasses,Joshua Little,Edison,102701,35198,90515,New Jersey,247.36400000000003
SO - 0007579,Wholesale,WARE-XYS1001,2020-06-18,2020-10-31,2020-11-10,2020-11-19,USD,6,0.075,931.3000000000001,651.91,Prasco Group,Clocks,Carlos Miller,Carlsbad,113453,42791,90597,California,279.3900000000001
SO - 0007580,Online,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-09,2020-11-10,USD,1,0.1,3450.5,2346.34,Burt's Corp,Bedroom Furniture,Carl Nguyen,Cambridge,110402,43801,79416,Massachusetts,1104.1599999999999
SO - 0007581,Distributor,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-10,2020-11-14,USD,1,0.1,998.3000000000001,628.9290000000001,Burt's Corp,Candleholders,Roy Rice,Cary,159769,56034,91579,North Carolina,369.371
SO - 0007582,In-Store,WARE-UHY1004,2020-06-18,2020-10-31,2020-11-05,2020-11-08,USD,3,0.1,3932.9,2831.688,Avon Corp,Candles,Shawn Cook,Fargo,118523,49962,46175,North Dakota,1101.212
SO - 0007583,In-Store,WARE-XYS1001,2020-06-18,2020-10-31,2020-11-10,2020-11-16,USD,2,0.15,3698.4,3106.656,Burt's Corp,Bathroom Furniture,Chris Armstrong,Palmdale,158351,42720,52392,California,591.7440000000001
SO - 0007584,In-Store,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-08,2020-11-11,USD,5,0.2,1788.9,966.0060000000001,Llorens Ltd,Wall Frames,Jonathan Hawkins,Washington,672228,273390,70848,District of Columbia,822.894
SO - 0007585,In-Store,WARE-NMK1003,2020-06-18,2020-10-31,2020-11-23,2020-11-28,USD,6,0.05,971.5,777.2,Trigen ,Cocktail Glasses,Joshua Ryan,North,157105,58240,44334,Indiana,194.29999999999995
SO - 0007586,Online,WARE-PUJ1005,2020-09-26,2020-10-31,2020-11-09,2020-11-15,USD,3,0.05,2525.9,1742.8709999999999,Llorens Ltd,Vases,Carl Nguyen,Killeen,140806,46952,47763,Texas,783.0290000000002
SO - 0007587,In-Store,WARE-XYS1001,2020-06-18,2020-11-01,2020-11-03,2020-11-12,USD,2,0.1,2391.9,1363.383,Procter Corp,Table Lamps,Keith Griffin,Birmingham,212461,89972,31061,Alabama,1028.517
SO - 0007588,In-Store,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-14,2020-11-20,USD,8,0.15,991.6,743.7,Llorens Ltd,Collectibles,Joshua Ryan,Miramar,137132,38474,65282,Florida,247.89999999999998
SO - 0007589,Online,WARE-MKL1006,2020-06-18,2020-11-01,2020-11-25,2020-11-30,USD,2,0.1,234.5,157.115,Linde ,Wreaths,Frank Brown,McKinney,162898,50455,81459,Texas,77.38499999999999
SO - 0007590,In-Store,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-27,2020-12-02,USD,4,0.075,3886.0,1904.1399999999999,Burt's Corp,Ornaments,Carl Nguyen,Elgin (Township),104288,33089,63609,Illinois,1981.8600000000001
SO - 0007591,Distributor,WARE-NMK1003,2020-06-18,2020-11-01,2020-11-10,2020-11-11,USD,4,0.3,5246.1,3619.809,Avon Corp,Floral,Douglas Tucker,Peoria City,104291,43267,42041,Illinois,1626.2910000000002
SO - 0007592,In-Store,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-07,2020-11-15,USD,4,0.2,3973.1,2185.205,Llorens Ltd,Cookware,Stephen Payne,Lubbock,249042,90433,44648,Texas,1787.895
SO - 0007593,Distributor,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-16,2020-11-19,USD,1,0.075,227.8,107.066,Medline ,Phones,Douglas Tucker,Oyster Bay,298768,98509,112162,New York,120.73400000000001
SO - 0007594,In-Store,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-28,2020-12-03,USD,2,0.2,167.5,73.7,Niconovum Corp,Table Lamps,Joshua Little,Toledo,279789,117531,33687,Ohio,93.8
SO - 0007595,In-Store,WARE-NBV1002,2020-06-18,2020-11-01,2020-11-07,2020-11-09,USD,7,0.2,1051.9,662.6970000000001,O.E. Ltd,Furniture Cushions,Jerry Green,Roseville,130269,46547,75867,California,389.203
SO - 0007596,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-16,2020-11-26,USD,3,0.15,2217.7000000000003,1153.2040000000002,Amylin Group,Bathroom Furniture,Carlos Miller,Beaumont,118129,46193,40992,Texas,1064.496
SO - 0007597,Distributor,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-26,2020-12-02,USD,8,0.075,1132.3,951.132,WakeFern ,Photo Frames,Joe Price,Dallas,1300092,477249,43781,Texas,181.168
SO - 0007598,Online,WARE-UHY1004,2020-06-18,2020-11-01,2020-11-18,2020-11-26,USD,3,0.05,1085.4,477.576,OUR Ltd,Festive,Anthony Berry,Woodbridge (Township),102105,33375,79720,New Jersey,607.8240000000001
SO - 0007599,Online,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-14,2020-11-19,USD,3,0.3,958.1,603.6030000000001,Burt's Corp,Candles,Anthony Berry,El Paso,681124,220682,42772,Texas,354.49699999999996
SO - 0007600,Online,WARE-PUJ1005,2020-06-18,2020-11-01,2020-11-11,2020-11-19,USD,5,0.15,3651.5,2409.9900000000002,U.S. Ltd,Accessories,Nicholas Cunningham,Murfreesboro,126118,44518,51094,Tennessee,1241.5099999999998
SO - 0007601,Online,WARE-MKL1006,2020-09-26,2020-11-02,2020-11-04,2020-11-09,USD,1,0.2,1996.6000000000001,1098.13,Apollo Ltd,Dinnerware,Todd Roberts,Kent,126952,42233,60191,Washington,898.47
SO - 0007602,Online,WARE-NMK1003,2020-06-18,2020-11-02,2020-11-25,2020-11-30,USD,5,0.05,3631.4,2033.5840000000003,Ascend Ltd,Serveware,Frank Brown,Pompano Beach,107762,41422,41321,Florida,1597.8159999999998
SO - 0007603,Online,WARE-MKL1006,2020-06-18,2020-11-02,2020-11-08,2020-11-09,USD,4,0.075,6472.2,5371.9259999999995,Mylan Corp,Festive,Nicholas Cunningham,Salt Lake City,192672,75330,47243,Utah,1100.2740000000003
SO - 0007604,In-Store,WARE-NMK1003,2020-06-18,2020-11-02,2020-11-26,2020-11-29,USD,4,0.1,1896.1000000000001,1573.7630000000001,WakeFern ,Cocktail Glasses,Joshua Bennett,Milton,118844,43510,84039,Illinois,322.337
SO - 0007605,Distributor,WARE-PUJ1005,2020-06-18,2020-11-02,2020-11-29,2020-12-09,USD,8,0.15,1835.8,1193.27,"3LAB, Ltd",Dining Furniture,Samuel Fowler,Amarillo,198645,74769,47735,Texas,642.53
SO - 0007606,In-Store,WARE-PUJ1005,2020-06-18,2020-11-02,2020-11-08,2020-11-12,USD,2,0.2,3966.4,1626.224,Prasco Group,Phones,George Lewis,Irving,236607,83649,52154,Texas,2340.1760000000004
SO - 0007607,In-Store,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-25,2020-12-05,USD,6,0.05,2860.9,1316.0140000000001,S.S.S. Group,Computers,Shawn Cook,Washington,672228,273390,70848,District of Columbia,1544.886
SO - 0007608,Wholesale,WARE-PUJ1005,2020-09-26,2020-11-03,2020-11-18,2020-11-22,USD,2,0.05,1983.2,1606.392,Apollo Ltd,Floral,Patrick Graham,Philadelphia,1567442,581050,38253,Pennsylvania,376.808
SO - 0007609,Online,WARE-UHY1004,2020-06-18,2020-11-03,2020-11-28,2020-11-30,USD,1,0.4,1132.3,622.765,Weimei Corp,Outdoor Decor,Anthony Berry,Amherst,125109,49558,68294,New York,509.53499999999997
SO - 0007610,Online,WARE-PUJ1005,2020-06-18,2020-11-03,2020-11-18,2020-11-19,USD,1,0.15,991.6,436.30400000000003,"PEDIFIX, Corp",Wall Frames,Paul Holmes,Toledo,279789,117531,33687,Ohio,555.296
SO - 0007611,Wholesale,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-30,2020-12-01,USD,5,0.05,2566.1,1026.44,Dharma Ltd,Bean Bags,Shawn Torres,Lisle (Township),119818,45377,86610,Illinois,1539.6599999999999
SO - 0007612,Wholesale,WARE-NMK1003,2020-06-18,2020-11-03,2020-11-30,2020-12-10,USD,5,0.4,1165.8,617.874,Ei ,Sculptures,Shawn Torres,Boulder,107349,42165,58484,Colorado,547.9259999999999
SO - 0007613,Wholesale,WARE-XYS1001,2020-06-18,2020-11-03,2020-11-11,2020-11-16,USD,4,0.2,268.0,152.76,OHTA'S Corp,Home Fragrances,Carlos Miller,Bakersfield,373640,112439,57095,California,115.24000000000001
SO - 0007614,Online,WARE-MKL1006,2020-06-18,2020-11-03,2020-11-22,2020-11-24,USD,5,0.1,214.4,126.496,Select ,Accessories,Todd Roberts,Plano,283558,103937,83793,Texas,87.90400000000001
SO - 0007615,Online,WARE-PUJ1005,2020-06-18,2020-11-04,2020-11-19,2020-11-23,USD,2,0.1,167.5,125.625,Qualitest ,Audio,Paul Holmes,Ramapo,135257,34566,66911,New York,41.875
SO - 0007616,In-Store,WARE-NMK1003,2020-06-18,2020-11-04,2020-11-21,2020-11-22,USD,2,0.1,1139.0,455.6,Eminence Corp,Rugs,Carl Nguyen,Joliet,147861,46895,60976,Illinois,683.4
SO - 0007617,Wholesale,WARE-NMK1003,2020-09-26,2020-11-04,2020-11-13,2020-11-21,USD,2,0.075,2519.2000000000003,1435.944,Wuxi Group,Audio,Donald Reynolds,North,157105,58240,44334,Indiana,1083.2560000000003
SO - 0007618,In-Store,WARE-UHY1004,2020-06-18,2020-11-04,2020-11-16,2020-11-25,USD,8,0.15,2653.2000000000003,1167.4080000000001,Sundial ,Pendants,Chris Armstrong,Brookhaven,489278,161116,87040,New York,1485.7920000000001
SO - 0007619,In-Store,WARE-XYS1001,2020-06-18,2020-11-04,2020-11-27,2020-12-03,USD,3,0.075,167.5,142.375,Rochester Ltd,Home Fragrances,Shawn Cook,Costa Mesa,113204,40908,66459,California,25.125
SO - 0007620,In-Store,WARE-NMK1003,2020-06-18,2020-11-04,2020-11-14,2020-11-23,USD,8,0.05,1963.1000000000001,1629.373,Ole Group,Bathroom Furniture,Adam Hernandez,Lafayette,127657,50025,46517,Louisiana,333.7270000000001
SO - 0007621,Distributor,WARE-XYS1001,2020-09-26,2020-11-04,2020-11-22,2020-11-25,USD,2,0.1,174.20000000000002,74.906,ETUDE Ltd,Audio,Samuel Fowler,Fontana,207460,49975,64824,California,99.29400000000001
SO - 0007622,Wholesale,WARE-NMK1003,2020-06-18,2020-11-05,2020-11-11,2020-11-17,USD,1,0.15,3463.9,2909.676,Nipro ,TV and video,Shawn Torres,Lisle (Township),119818,45377,86610,Illinois,554.2240000000002
SO - 0007623,In-Store,WARE-UHY1004,2020-06-18,2020-11-05,2020-12-01,2020-12-11,USD,4,0.05,4006.6,3165.214,Eminence Corp,Table Linens,Shawn Cook,Durham,257636,100513,50420,North Carolina,841.386
SO - 0007624,Distributor,WARE-PUJ1005,2020-06-18,2020-11-05,2020-11-22,2020-12-02,USD,3,0.075,3959.7000000000003,1742.268,"PEDIFIX, Corp",Wine Storage,Douglas Tucker,Memphis,655770,249775,36445,Tennessee,2217.4320000000002
SO - 0007625,In-Store,WARE-UHY1004,2020-09-26,2020-11-05,2020-11-20,2020-11-28,USD,8,0.075,1822.4,1221.008,Uriel Group,Dinnerware,Joshua Ryan,High Point,110268,40973,42299,North Carolina,601.392
SO - 0007626,Distributor,WARE-MKL1006,2020-06-18,2020-11-05,2020-11-13,2020-11-15,USD,7,0.075,2311.5,1525.5900000000001,Medsep Group,Outdoor Decor,Joe Price,West Jordan,111946,31742,68442,Utah,785.9099999999999
SO - 0007627,In-Store,WARE-MKL1006,2020-06-18,2020-11-05,2020-11-18,2020-11-27,USD,7,0.1,891.1,623.77,"Elorac, Corp",Table Linens,George Lewis,Madison,248951,104087,54896,Wisconsin,267.33000000000004
SO - 0007628,In-Store,WARE-NMK1003,2020-06-18,2020-11-05,2020-11-30,2020-12-08,USD,4,0.05,207.70000000000002,97.619,Ascend Ltd,Ornaments,Carl Nguyen,Miami,441003,157347,31051,Florida,110.08100000000002
SO - 0007629,In-Store,WARE-NMK1003,2020-06-18,2020-11-05,2020-11-07,2020-11-12,USD,3,0.05,1279.7,678.2410000000001,O.E. Ltd,Floor Lamps,Carl Nguyen,Thornton (Township),169468,62380,41024,Illinois,601.459
SO - 0007630,In-Store,WARE-NMK1003,2020-06-18,2020-11-05,2020-11-10,2020-11-16,USD,8,0.15,227.8,100.232,WakeFern ,Audio,Adam Hernandez,Rockford,148278,58559,38716,Illinois,127.56800000000001
SO - 0007631,In-Store,WARE-NMK1003,2020-09-26,2020-11-06,2020-11-19,2020-11-28,USD,3,0.05,1018.4,661.96,Linde ,Bathroom Furniture,Joshua Ryan,Rockford (Township),173110,69780,40391,Illinois,356.43999999999994
SO - 0007632,In-Store,WARE-XYS1001,2020-06-18,2020-11-06,2020-11-12,2020-11-21,USD,3,0.075,3939.6,1851.6119999999999,Weimei Corp,TV and video,Chris Armstrong,Mobile,194288,76170,38776,Alabama,2087.9880000000003
SO - 0007633,Wholesale,WARE-NMK1003,2020-06-18,2020-11-06,2020-12-02,2020-12-11,USD,7,0.05,1005.0,572.8499999999999,S.S.S. Group,Audio,Shawn Torres,Peoria City,104291,43267,42041,Illinois,432.1500000000001
SO - 0007634,In-Store,WARE-PUJ1005,2020-06-18,2020-11-06,2020-11-24,2020-11-26,USD,8,0.05,1085.4,835.758,Mylan Corp,Wreaths,George Lewis,Arlington,388125,133808,53326,Texas,249.64200000000005
SO - 0007635,In-Store,WARE-UHY1004,2020-06-18,2020-11-06,2020-11-26,2020-12-05,USD,8,0.15,3872.6,2749.546,"Apotheca, Ltd",Dining Furniture,Adam Hernandez,Manchester,110229,45145,54282,New Hampshire,1123.054
SO - 0007636,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-06,2020-11-18,2020-11-21,USD,6,0.075,4006.6,2283.7619999999997,Sundial ,Outdoor Decor,Donald Reynolds,Amarillo,198645,74769,47735,Texas,1722.8380000000002
SO - 0007637,In-Store,WARE-XYS1001,2020-06-18,2020-11-06,2020-11-13,2020-11-14,USD,8,0.05,234.5,126.63000000000001,New Ltd,Bean Bags,Jerry Green,Fremont,232206,72684,105355,California,107.86999999999999
SO - 0007638,Distributor,WARE-PUJ1005,2020-06-18,2020-11-07,2020-11-09,2020-11-13,USD,5,0.05,1078.7,701.1550000000001,Niconovum Corp,Bean Bags,Joe Price,Nashville,678889,248677,41759,Tennessee,377.54499999999996
SO - 0007639,Distributor,WARE-NMK1003,2020-06-18,2020-11-07,2020-11-29,2020-12-06,USD,4,0.075,2525.9,1288.209,Mylan Corp,Wreaths,Roy Rice,Lakewood,152597,63159,56954,Colorado,1237.691
SO - 0007640,Online,WARE-NMK1003,2020-06-18,2020-11-07,2020-11-15,2020-11-20,USD,2,0.1,2385.2000000000003,1645.788,Llorens Ltd,Bathroom Furniture,Anthony Berry,Rockford (Township),173110,69780,40391,Illinois,739.4120000000003
SO - 0007641,In-Store,WARE-XYS1001,2020-09-26,2020-11-07,2020-11-24,2020-12-03,USD,4,0.075,201.0,168.84,Select ,Platters,Adam Hernandez,Glendale,240126,79152,46776,Arizona,32.16
SO - 0007642,Online,WARE-PUJ1005,2020-06-18,2020-11-07,2020-12-02,2020-12-05,USD,4,0.3,1051.9,704.7730000000001,OUR Ltd,Serveware,Shawn Wallace,Memphis,655770,249775,36445,Tennessee,347.12699999999995
SO - 0007643,Wholesale,WARE-NMK1003,2020-06-18,2020-11-08,2020-11-12,2020-11-22,USD,2,0.075,911.2,446.488,Prasco Group,TV and video,Carlos Miller,Vista,100890,30451,50601,California,464.71200000000005
SO - 0007644,Online,WARE-MKL1006,2020-06-18,2020-11-08,2020-12-04,2020-12-05,USD,8,0.1,1748.7,1206.6029999999998,Dharma Ltd,Sculptures,Anthony Berry,Provo,115264,32506,41291,Utah,542.0970000000002
SO - 0007645,In-Store,WARE-PUJ1005,2020-06-18,2020-11-08,2020-11-17,2020-11-19,USD,3,0.05,1252.9,764.269,Bare ,Mirrors,Joshua Bennett,Huntington,204398,69000,105451,New York,488.6310000000001
SO - 0007646,Distributor,WARE-UHY1004,2020-06-18,2020-11-08,2020-12-04,2020-12-09,USD,5,0.4,3886.0,2914.5,Medline ,Wall Frames,Samuel Fowler,Paradise,223182,88401,43911,Nevada,971.5
SO - 0007647,Distributor,WARE-XYS1001,2020-06-18,2020-11-08,2020-11-24,2020-11-26,USD,6,0.15,984.9,827.3159999999999,"Apotheca, Ltd",Floor Lamps,Douglas Tucker,Scottsdale,236839,102424,73288,Arizona,157.58400000000006
SO - 0007648,Online,WARE-UHY1004,2020-06-18,2020-11-08,2020-11-23,2020-11-28,USD,4,0.05,1098.8,846.076,Ei ,Vases,Anthony Torres,Newark,281944,92675,33139,New Jersey,252.72399999999993
SO - 0007649,In-Store,WARE-NMK1003,2020-06-18,2020-11-08,2020-11-16,2020-11-18,USD,7,0.15,1132.3,928.4859999999999,O.E. Ltd,Phones,Jerry Green,Peoria,115070,47239,45552,Illinois,203.81400000000008
SO - 0007650,Online,WARE-MKL1006,2020-06-18,2020-11-08,2020-11-18,2020-11-20,USD,5,0.1,5239.400000000001,3824.762,Burt's Corp,Wreaths,Paul Holmes,Richardson,110815,40020,72427,Texas,1414.6380000000004
SO - 0007651,Online,WARE-NBV1002,2020-06-18,2020-11-09,2020-11-25,2020-11-30,USD,7,0.2,194.3,108.80800000000002,Select ,Cookware,Shawn Wallace,Stockton,305658,92440,44797,California,85.49199999999999
SO - 0007652,In-Store,WARE-PUJ1005,2020-09-26,2020-11-09,2020-11-14,2020-11-15,USD,3,0.1,2673.3,1229.718,Niconovum Corp,Cocktail Glasses,Shawn Cook,Akron,197542,83684,34512,Ohio,1443.582
SO - 0007653,Online,WARE-NMK1003,2020-09-26,2020-11-09,2020-11-26,2020-12-03,USD,4,0.1,938.0,665.98,Eminence Corp,Cocktail Glasses,Anthony Torres,Warren,103365,38889,41504,Indiana,272.02
SO - 0007654,In-Store,WARE-XYS1001,2020-06-18,2020-11-09,2020-11-13,2020-11-23,USD,2,0.3,2606.3,1668.0320000000002,Procter Corp,Rugs,Joshua Ryan,Phoenix,1563025,525610,47326,Arizona,938.268
SO - 0007655,Online,WARE-NMK1003,2020-06-18,2020-11-09,2020-11-28,2020-12-06,USD,7,0.05,1025.1000000000001,871.335,S.S.S. Group,Blankets,Paul Holmes,Waterbury,108802,40213,40467,Connecticut,153.7650000000001
SO - 0007656,In-Store,WARE-NMK1003,2020-09-26,2020-11-09,2020-11-12,2020-11-14,USD,8,0.05,247.9,143.78199999999998,Nipro ,Candleholders,Joshua Bennett,Calumet,100453,39770,31332,Indiana,104.11800000000002
SO - 0007657,Distributor,WARE-UHY1004,2020-06-18,2020-11-09,2020-11-21,2020-11-28,USD,8,0.1,1916.2,1341.34,O.E. Ltd,Table Linens,Samuel Fowler,Warren,135358,53493,43523,Michigan,574.8600000000001
SO - 0007658,Online,WARE-NBV1002,2020-06-18,2020-11-09,2020-11-27,2020-12-05,USD,4,0.05,1721.9,1084.797,E. Ltd,Vanities,Nicholas Cunningham,Santa Clara,126215,43433,98914,California,637.1030000000001
SO - 0007659,In-Store,WARE-PUJ1005,2020-06-18,2020-11-09,2020-12-07,2020-12-17,USD,8,0.15,1038.5,726.9499999999999,Capweld ,Computers,Joshua Bennett,North Charleston,108304,37597,39543,South Carolina,311.55000000000007
SO - 0007660,Wholesale,WARE-XYS1001,2020-06-18,2020-11-10,2020-11-13,2020-11-21,USD,4,0.05,2921.2000000000003,2103.264,U.S. Ltd,Wreaths,Carlos Miller,Garden Grove,175393,46998,58449,California,817.9360000000001
SO - 0007661,Distributor,WARE-UHY1004,2020-06-18,2020-11-10,2020-11-15,2020-11-18,USD,8,0.075,5031.7,4226.628,Ohio ,Bakeware,Roy Rice,New Orleans,389617,153140,36792,Louisiana,805.0720000000001
SO - 0007662,In-Store,WARE-NBV1002,2020-06-18,2020-11-10,2020-11-13,2020-11-18,USD,6,0.05,3859.2000000000003,2083.9680000000003,Dharma Ltd,Bakeware,George Lewis,Richmond,109708,36973,55102,California,1775.232
SO - 0007663,Wholesale,WARE-UHY1004,2020-06-18,2020-11-10,2020-11-28,2020-12-08,USD,4,0.2,991.6,515.6320000000001,"Exact-Rx, Corp",Stemware,Shawn Torres,Cary,159769,56034,91579,North Carolina,475.96799999999996
SO - 0007664,In-Store,WARE-PUJ1005,2020-06-18,2020-11-10,2020-11-28,2020-12-07,USD,1,0.05,904.5,361.8,OHTA'S Corp,Clocks,Joshua Bennett,Allentown,120207,41244,36930,Pennsylvania,542.7
SO - 0007665,In-Store,WARE-NMK1003,2020-09-26,2020-11-10,2020-11-29,2020-12-09,USD,6,0.05,6365.0,5028.35,Qualitest ,Accessories,Adam Hernandez,Port St. Lucie,179413,59221,49813,Florida,1336.6499999999996
SO - 0007666,Online,WARE-NMK1003,2020-09-26,2020-11-10,2020-12-03,2020-12-11,USD,6,0.4,1165.8,606.216,Pure Group,Bar Tools,Anthony Berry,Palm Bay,107888,37821,43163,Florida,559.584
SO - 0007667,Distributor,WARE-NMK1003,2020-09-26,2020-11-10,2020-11-20,2020-11-28,USD,5,0.05,3711.8,2598.2599999999998,Trigen ,Table Linens,Douglas Tucker,Wayne,142010,52540,35884,Indiana,1113.5400000000004
SO - 0007668,Online,WARE-MKL1006,2020-06-18,2020-11-11,2020-11-29,2020-12-04,USD,6,0.05,3959.7000000000003,2138.2380000000003,ETUDE Ltd,Cookware,Nicholas Cunningham,Milwaukee,600155,230807,35958,Wisconsin,1821.462
SO - 0007669,Online,WARE-NMK1003,2020-06-18,2020-11-11,2020-12-09,2020-12-18,USD,7,0.15,1031.8,815.122,Select ,Vanities,Anthony Berry,Bridgeport (Town),147629,50367,41801,Connecticut,216.678
SO - 0007670,In-Store,WARE-NMK1003,2020-09-26,2020-11-11,2020-11-20,2020-11-23,USD,8,0.2,6365.0,5219.299999999999,Medsep Group,Wardrobes,Joshua Ryan,Colorado Springs,456568,174441,54527,Colorado,1145.7000000000007
SO - 0007671,Online,WARE-XYS1001,2020-06-18,2020-11-11,2020-11-15,2020-11-23,USD,5,0.05,2559.4,1023.7600000000001,"3LAB, Ltd",Wine Storage,Nicholas Cunningham,Concord,128667,45409,68318,California,1535.6399999999999
SO - 0007672,Distributor,WARE-PUJ1005,2020-06-18,2020-11-11,2020-11-15,2020-11-20,USD,5,0.075,6452.1,4387.428000000001,"PEDIFIX, Corp",Vases,Roy Rice,Lewisville,104039,38430,57267,Texas,2064.6719999999996
SO - 0007673,Wholesale,WARE-NMK1003,2020-06-18,2020-11-11,2020-11-24,2020-11-25,USD,6,0.075,247.9,111.555,"Elorac, Corp",Stemware,Patrick Graham,Miami Gardens,113187,31003,38253,Florida,136.345
SO - 0007674,Distributor,WARE-XYS1001,2020-06-18,2020-11-11,2020-11-20,2020-11-29,USD,6,0.075,1728.6000000000001,1382.88,Dharma Ltd,Wreaths,Samuel Fowler,Hayward,158289,46713,65096,California,345.72
SO - 0007675,In-Store,WARE-UHY1004,2020-06-18,2020-11-12,2020-11-22,2020-11-23,USD,2,0.1,1132.3,600.119,OUR Ltd,Outdoor Decor,Jonathan Hawkins,Springfield,166810,71268,33557,Missouri,532.1809999999999
SO - 0007676,In-Store,WARE-NBV1002,2020-06-18,2020-11-12,2020-11-22,2020-11-25,USD,3,0.05,3953.0,2608.98,Ohio ,Pendants,Carl Nguyen,Pasadena,142250,54536,72402,California,1344.02
SO - 0007677,Wholesale,WARE-XYS1001,2020-09-26,2020-11-12,2020-12-09,2020-12-15,USD,5,0.075,998.3000000000001,419.286,21st Ltd,Home Fragrances,Carlos Miller,Anaheim,350742,99670,60752,California,579.0140000000001
SO - 0007678,Online,WARE-PUJ1005,2020-06-18,2020-11-12,2020-11-26,2020-11-27,USD,7,0.05,1072.0,857.6,Eminence Corp,Wardrobes,Roger Alexander,Cincinnati,298550,133039,33604,Ohio,214.39999999999998
SO - 0007679,Wholesale,WARE-UHY1004,2020-06-18,2020-11-12,2020-12-06,2020-12-16,USD,7,0.075,5400.2,2322.086,Sundial ,Serveware,Shawn Torres,Amherst,125109,49558,68294,New York,3078.114
SO - 0007680,Wholesale,WARE-XYS1001,2020-06-18,2020-11-12,2020-11-16,2020-11-20,USD,8,0.05,1755.4,754.822,S.S.S. Group,Floral,Donald Reynolds,Peoria,171237,58588,65314,Arizona,1000.5780000000001
SO - 0007681,Distributor,WARE-NMK1003,2020-06-18,2020-11-12,2020-12-07,2020-12-13,USD,8,0.2,2458.9,1278.6280000000002,Qualitest ,Vases,Douglas Tucker,Thornton,133451,42679,66948,Colorado,1180.272
SO - 0007682,Online,WARE-PUJ1005,2020-09-26,2020-11-12,2020-12-03,2020-12-13,USD,8,0.15,1849.2,887.616,Victory Ltd,Ornaments,Carl Nguyen,Pittsburgh,304391,132468,40715,Pennsylvania,961.5840000000001
SO - 0007683,Online,WARE-UHY1004,2020-09-26,2020-11-12,2020-11-27,2020-12-07,USD,3,0.2,1715.2,1063.424,"Elorac, Corp",Ornaments,Frank Brown,St. Paul,300851,112988,48757,Minnesota,651.7760000000001
SO - 0007684,In-Store,WARE-NMK1003,2020-09-26,2020-11-12,2020-12-05,2020-12-06,USD,1,0.05,1011.7,526.0840000000001,Trigen ,Audio,Jerry Green,Lawrence (Township),123397,48011,50411,Indiana,485.616
SO - 0007685,Wholesale,WARE-UHY1004,2020-06-18,2020-11-12,2020-12-09,2020-12-17,USD,8,0.05,1078.7,798.238,Select ,Basketball,Carlos Miller,Springfield,154341,55644,34728,Massachusetts,280.462
SO - 0007686,Distributor,WARE-MKL1006,2020-06-18,2020-11-13,2020-12-01,2020-12-07,USD,8,0.075,1011.7,404.68000000000006,Procter Corp,Furniture Cushions,Patrick Graham,Seattle,684451,296633,70594,Washington,607.02
SO - 0007687,In-Store,WARE-XYS1001,2020-06-18,2020-11-13,2020-11-27,2020-11-28,USD,3,0.05,1025.1000000000001,656.0640000000001,Trigen ,Basketball,Joshua Ryan,Moreno Valley,204198,51693,54590,California,369.03600000000006
SO - 0007688,In-Store,WARE-MKL1006,2020-06-18,2020-11-13,2020-12-05,2020-12-15,USD,6,0.05,1775.5,1260.605,Burt's Corp,Sculptures,Adam Hernandez,Round Rock,115997,35580,72412,Texas,514.895
SO - 0007689,In-Store,WARE-NMK1003,2020-06-18,2020-11-13,2020-12-10,2020-12-15,USD,3,0.2,1112.2,478.24600000000004,Amylin Group,Baseball,Jerry Green,South Bend,101516,39448,34523,Indiana,633.954
SO - 0007690,Wholesale,WARE-PUJ1005,2020-06-18,2020-11-13,2020-11-15,2020-11-16,USD,8,0.05,716.9,465.985,Pure Group,Floor Lamps,Shawn Torres,Murfreesboro,126118,44518,51094,Tennessee,250.91499999999996
